01001;Naissances;Naissances entre 2008 et 2013;2008;2013;40
01002;Naissances;Naissances entre 2008 et 2013;2008;2013;15
01004;Naissances;Naissances entre 2008 et 2013;2008;2013;1067
01005;Naissances;Naissances entre 2008 et 2013;2008;2013;114
01006;Naissances;Naissances entre 2008 et 2013;2008;2013;8
01007;Naissances;Naissances entre 2008 et 2013;2008;2013;175
01008;Naissances;Naissances entre 2008 et 2013;2008;2013;61
01009;Naissances;Naissances entre 2008 et 2013;2008;2013;20
01010;Naissances;Naissances entre 2008 et 2013;2008;2013;62
01011;Naissances;Naissances entre 2008 et 2013;2008;2013;26
01012;Naissances;Naissances entre 2008 et 2013;2008;2013;24
01013;Naissances;Naissances entre 2008 et 2013;2008;2013;7
01014;Naissances;Naissances entre 2008 et 2013;2008;2013;194
01015;Naissances;Naissances entre 2008 et 2013;2008;2013;22
01016;Naissances;Naissances entre 2008 et 2013;2008;2013;27
01017;Naissances;Naissances entre 2008 et 2013;2008;2013;37
01019;Naissances;Naissances entre 2008 et 2013;2008;2013;1
01021;Naissances;Naissances entre 2008 et 2013;2008;2013;85
01022;Naissances;Naissances entre 2008 et 2013;2008;2013;56
01023;Naissances;Naissances entre 2008 et 2013;2008;2013;4
01024;Naissances;Naissances entre 2008 et 2013;2008;2013;221
01025;Naissances;Naissances entre 2008 et 2013;2008;2013;248
01026;Naissances;Naissances entre 2008 et 2013;2008;2013;41
01027;Naissances;Naissances entre 2008 et 2013;2008;2013;118
01028;Naissances;Naissances entre 2008 et 2013;2008;2013;39
01029;Naissances;Naissances entre 2008 et 2013;2008;2013;49
01030;Naissances;Naissances entre 2008 et 2013;2008;2013;64
01031;Naissances;Naissances entre 2008 et 2013;2008;2013;289
01032;Naissances;Naissances entre 2008 et 2013;2008;2013;300
01033;Naissances;Naissances entre 2008 et 2013;2008;2013;1089
01034;Naissances;Naissances entre 2008 et 2013;2008;2013;615
01035;Naissances;Naissances entre 2008 et 2013;2008;2013;12
01036;Naissances;Naissances entre 2008 et 2013;2008;2013;66
01037;Naissances;Naissances entre 2008 et 2013;2008;2013;15
01038;Naissances;Naissances entre 2008 et 2013;2008;2013;47
01040;Naissances;Naissances entre 2008 et 2013;2008;2013;34
01041;Naissances;Naissances entre 2008 et 2013;2008;2013;56
01042;Naissances;Naissances entre 2008 et 2013;2008;2013;11
01043;Naissances;Naissances entre 2008 et 2013;2008;2013;246
01044;Naissances;Naissances entre 2008 et 2013;2008;2013;32
01045;Naissances;Naissances entre 2008 et 2013;2008;2013;19
01046;Naissances;Naissances entre 2008 et 2013;2008;2013;48
01047;Naissances;Naissances entre 2008 et 2013;2008;2013;47
01049;Naissances;Naissances entre 2008 et 2013;2008;2013;152
01050;Naissances;Naissances entre 2008 et 2013;2008;2013;26
01051;Naissances;Naissances entre 2008 et 2013;2008;2013;5
01052;Naissances;Naissances entre 2008 et 2013;2008;2013;12
01053;Naissances;Naissances entre 2008 et 2013;2008;2013;2618
01054;Naissances;Naissances entre 2008 et 2013;2008;2013;97
01056;Naissances;Naissances entre 2008 et 2013;2008;2013;26
01057;Naissances;Naissances entre 2008 et 2013;2008;2013;29
01058;Naissances;Naissances entre 2008 et 2013;2008;2013;55
01060;Naissances;Naissances entre 2008 et 2013;2008;2013;30
01061;Naissances;Naissances entre 2008 et 2013;2008;2013;79
01062;Naissances;Naissances entre 2008 et 2013;2008;2013;41
01063;Naissances;Naissances entre 2008 et 2013;2008;2013;17
01064;Naissances;Naissances entre 2008 et 2013;2008;2013;59
01065;Naissances;Naissances entre 2008 et 2013;2008;2013;85
01066;Naissances;Naissances entre 2008 et 2013;2008;2013;7
01067;Naissances;Naissances entre 2008 et 2013;2008;2013;14
01068;Naissances;Naissances entre 2008 et 2013;2008;2013;39
01069;Naissances;Naissances entre 2008 et 2013;2008;2013;88
01071;Naissances;Naissances entre 2008 et 2013;2008;2013;189
01072;Naissances;Naissances entre 2008 et 2013;2008;2013;169
01073;Naissances;Naissances entre 2008 et 2013;2008;2013;47
01074;Naissances;Naissances entre 2008 et 2013;2008;2013;176
01075;Naissances;Naissances entre 2008 et 2013;2008;2013;72
01076;Naissances;Naissances entre 2008 et 2013;2008;2013;3
01077;Naissances;Naissances entre 2008 et 2013;2008;2013;15
01078;Naissances;Naissances entre 2008 et 2013;2008;2013;57
01079;Naissances;Naissances entre 2008 et 2013;2008;2013;30
01080;Naissances;Naissances entre 2008 et 2013;2008;2013;54
01081;Naissances;Naissances entre 2008 et 2013;2008;2013;34
01082;Naissances;Naissances entre 2008 et 2013;2008;2013;24
01083;Naissances;Naissances entre 2008 et 2013;2008;2013;38
01084;Naissances;Naissances entre 2008 et 2013;2008;2013;64
01085;Naissances;Naissances entre 2008 et 2013;2008;2013;30
01087;Naissances;Naissances entre 2008 et 2013;2008;2013;23
01088;Naissances;Naissances entre 2008 et 2013;2008;2013;43
01089;Naissances;Naissances entre 2008 et 2013;2008;2013;108
01090;Naissances;Naissances entre 2008 et 2013;2008;2013;25
01092;Naissances;Naissances entre 2008 et 2013;2008;2013;89
01093;Naissances;Naissances entre 2008 et 2013;2008;2013;261
