TYPECOM,COM,REG,DEP,LIBELLE
COM,1001,84,1,L'Abergement-Clémenciat
COM,1002,84,1,L'Abergement-de-Varey
COM,1004,84,1,Ambérieu-en-Bugey
COM,1005,84,1,Ambérieux-en-Dombes
COM,1006,84,1,Ambléon
COM,1007,84,1,Ambronay
COM,1008,84,1,Ambutrix
COM,1009,84,1,Andert-et-Condon
COM,1010,84,1,Anglefort
COM,1011,84,1,Apremont
COM,1012,84,1,Aranc
COM,1013,84,1,Arandas
COM,1014,84,1,Arbent
COM,1015,84,1,Arboys en Bugey
COM,1016,84,1,Arbigny
COM,1017,84,1,Argis
COM,1019,84,1,Armix
COM,1021,84,1,Ars-sur-Formans
COM,1022,84,1,Artemare
COM,1023,84,1,Asnières-sur-Saône
COM,1024,84,1,Attignat
COM,1025,84,1,Bâgé-Dommartin
COMD,1025,,,Bâgé-la-Ville
COM,1026,84,1,Bâgé-le-Châtel
COM,1027,84,1,Balan
COM,1028,84,1,Baneins
COM,1029,84,1,Beaupont
COM,1030,84,1,Beauregard
COM,1031,84,1,Bellignat
COM,1032,84,1,Béligneux
COM,1033,84,1,Valserhône
COMD,1033,,,Bellegarde-sur-Valserine
COM,1034,84,1,Belley
COM,1035,84,1,Belleydoux
COM,1036,84,1,Valromey-sur-Séran
COMD,1036,,,Belmont-Luthézieu
COM,1037,84,1,Bénonces
COM,1038,84,1,Bény
COMD,1039,,,Béon
COM,1040,84,1,Béréziat
COM,1041,84,1,Bettant
COM,1042,84,1,Bey
COM,1043,84,1,Beynost
COM,1044,84,1,Billiat
COM,1045,84,1,Birieux
COM,1046,84,1,Biziat
COM,1047,84,1,Blyes
COM,1049,84,1,La Boisse
COM,1050,84,1,Boissey
COM,1051,84,1,Bolozon
COM,1052,84,1,Bouligneux
COM,1053,84,1,Bourg-en-Bresse
COM,1054,84,1,Bourg-Saint-Christophe
COM,1056,84,1,Boyeux-Saint-Jérôme
COM,1057,84,1,Boz
COM,1058,84,1,Brégnier-Cordon
COMD,1059,,,Brénaz
COM,1060,84,1,Brénod
COM,1061,84,1,Brens
COM,1062,84,1,Bressolles
COM,1063,84,1,Brion
COM,1064,84,1,Briord
COM,1065,84,1,Buellas
COM,1066,84,1,La Burbanche
COM,1067,84,1,Ceignes
COM,1068,84,1,Cerdon
COM,1069,84,1,Certines
COM,1071,84,1,Cessy
COM,1072,84,1,Ceyzériat
COM,1073,84,1,Ceyzérieu
COM,1074,84,1,Chalamont
COM,1075,84,1,Chaleins
COM,1076,84,1,Chaley
COM,1077,84,1,Challes-la-Montagne
COM,1078,84,1,Challex
COM,1079,84,1,Champagne-en-Valromey
COM,1080,84,1,Champdor-Corcelles
COMD,1080,,,Champdor
COM,1081,84,1,Champfromier
COM,1082,84,1,Chanay
COM,1083,84,1,Chaneins
COM,1084,84,1,Chanoz-Châtenay
COM,1085,84,1,La Chapelle-du-Châtelard
COM,1087,84,1,Charix
COM,1088,84,1,Charnoz-sur-Ain
COM,1089,84,1,Château-Gaillard
COM,1090,84,1,Châtenay
COMD,1091,,,Châtillon-en-Michaille
COM,1092,84,1,Châtillon-la-Palud
COM,1093,84,1,Châtillon-sur-Chalaronne
COM,1094,84,1,Chavannes-sur-Reyssouze
COM,1095,84,1,Nivigne et Suran
COM,1096,84,1,Chaveyriat
COMD,1097,,,Chavornay
COM,1098,84,1,Chazey-Bons
COM,1099,84,1,Chazey-sur-Ain
COM,1100,84,1,Cheignieu-la-Balme
COM,1101,84,1,Chevillard
COM,1102,84,1,Chevroux
COM,1103,84,1,Chevry
COM,1104,84,1,Chézery-Forens
COM,1105,84,1,Civrieux
COM,1106,84,1,Cize
COM,1107,84,1,Cleyzieu
COM,1108,84,1,Coligny
COM,1109,84,1,Collonges
COM,1110,84,1,Colomieu
COM,1111,84,1,Conand
COM,1112,84,1,Condamine
COM,1113,84,1,Condeissiat
COM,1114,84,1,Confort
COM,1115,84,1,Confrançon
COM,1116,84,1,Contrevoz
COM,1117,84,1,Conzieu
COM,1118,84,1,Corbonod
COMD,1119,,,Corcelles
COMA,1120,,,Cordieux
COM,1121,84,1,Corlier
COMD,1122,,,Cormaranche-en-Bugey
COM,1123,84,1,Cormoranche-sur-Saône
COM,1124,84,1,Cormoz
COM,1125,84,1,Corveissiat
COM,1127,84,1,Courmangoux
COM,1128,84,1,Courtes
COM,1129,84,1,Crans
COM,1130,84,1,Bresse Vallons
COMD,1130,,,Cras-sur-Reyssouze
COM,1133,84,1,Cressin-Rochefort
COM,1134,84,1,Crottet
COM,1135,84,1,Crozet
COM,1136,84,1,Cruzilles-lès-Mépillat
COMD,1137,,,Cuisiat
COM,1138,84,1,Culoz-Béon
COMD,1138,,,Culoz
COM,1139,84,1,Curciat-Dongalon
COM,1140,84,1,Curtafond
COM,1141,84,1,Cuzieu
COM,1142,84,1,Dagneux
COM,1143,84,1,Divonne-les-Bains
COMD,1144,,,Dommartin
COM,1145,84,1,Dompierre-sur-Veyle
COM,1146,84,1,Dompierre-sur-Chalaronne
COM,1147,84,1,Domsure
COM,1148,84,1,Dortan
COM,1149,84,1,Douvres
COM,1150,84,1,Drom
COM,1151,84,1,Druillat
COM,1152,84,1,Échallon
COM,1153,84,1,Échenevex
COMD,1154,,,Étrez
COM,1155,84,1,Évosges
COM,1156,84,1,Faramans
COM,1157,84,1,Fareins
COM,1158,84,1,Farges
COM,1159,84,1,Feillens
COM,1160,84,1,Ferney-Voltaire
COM,1162,84,1,Flaxieu
COM,1163,84,1,Foissiat
COM,1165,84,1,Francheleins
COM,1166,84,1,Frans
COM,1167,84,1,Garnerans
COM,1169,84,1,Genouilleux
COM,1170,84,1,Béard-Géovreissiat
COM,1171,84,1,Géovreisset
COM,1173,84,1,Gex
COM,1174,84,1,Giron
COM,1175,84,1,Gorrevod
COM,1177,84,1,Grand-Corent
COM,1179,84,1,Grièges
COM,1180,84,1,Grilly
COM,1181,84,1,Groissiat
COMD,1182,,,Groslée
COM,1183,84,1,Guéreins
COM,1184,84,1,Hautecourt-Romanèche
COM,1185,84,1,Plateau d'Hauteville
COMD,1185,,,Hauteville-Lompnes
COMD,1186,,,Hostiaz
COM,1187,84,1,Haut Valromey
COM,1188,84,1,Illiat
COM,1189,84,1,Injoux-Génissiat
COM,1190,84,1,Innimond
COM,1191,84,1,Izenave
COM,1192,84,1,Izernore
COM,1193,84,1,Izieu
COM,1194,84,1,Jassans-Riottier
COM,1195,84,1,Jasseron
COM,1196,84,1,Jayat
COM,1197,84,1,Journans
COM,1198,84,1,Joyeux
COM,1199,84,1,Jujurieux
COM,1200,84,1,Labalme
COM,1202,84,1,Lagnieu
COM,1203,84,1,Laiz
COM,1204,84,1,Le Poizat-Lalleyriat
COMD,1204,,,Lalleyriat
COMD,1205,,,Lancrans
COM,1206,84,1,Lantenay
COM,1207,84,1,Lapeyrouse
COM,1208,84,1,Lavours
COM,1209,84,1,Léaz
COM,1210,84,1,Lélex
COM,1211,84,1,Lent
COM,1212,84,1,Lescheroux
COM,1213,84,1,Leyment
COM,1214,84,1,Leyssard
COM,1215,84,1,Surjoux-Lhopital
COMD,1215,,,Lhôpital
COM,1216,84,1,Lhuis
COMD,1218,,,Lochieu
COM,1219,84,1,Lompnas
COMD,1221,,,Lompnieu
COM,1224,84,1,Loyettes
COM,1225,84,1,Lurcy
COM,1227,84,1,Magnieu
COM,1228,84,1,Maillat
COM,1229,84,1,Malafretaz
COM,1230,84,1,Mantenay-Montlin
COM,1231,84,1,Manziat
COM,1232,84,1,Marboz
COM,1233,84,1,Marchamp
COM,1234,84,1,Marignieu
COM,1235,84,1,Marlieux
COM,1236,84,1,Marsonnas
COM,1237,84,1,Martignat
COM,1238,84,1,Massieux
COM,1239,84,1,Massignieu-de-Rives
COM,1240,84,1,Matafelon-Granges
COM,1241,84,1,Meillonnas
COM,1242,84,1,Mérignat
COM,1243,84,1,Messimy-sur-Saône
COM,1244,84,1,Meximieux
COM,1245,84,1,Bohas-Meyriat-Rignat
COM,1246,84,1,Mézériat
COM,1247,84,1,Mijoux
COM,1248,84,1,Mionnay
COM,1249,84,1,Miribel
COM,1250,84,1,Misérieux
COM,1252,84,1,Mogneneins
COM,1254,84,1,Montagnat
COM,1255,84,1,Montagnieu
COM,1257,84,1,Montanges
COM,1258,84,1,Montceaux
COM,1259,84,1,Montcet
COM,1260,84,1,Le Montellier
COM,1261,84,1,Monthieux
COM,1262,84,1,Montluel
COM,1263,84,1,Montmerle-sur-Saône
COM,1264,84,1,Montracol
COM,1265,84,1,Montréal-la-Cluse
COM,1266,84,1,Montrevel-en-Bresse
COM,1267,84,1,Nurieux-Volognat
COM,1268,84,1,Murs-et-Gélignieux
COM,1269,84,1,Nantua
COMD,1271,,,Nattages
COM,1272,84,1,Neuville-les-Dames
COM,1273,84,1,Neuville-sur-Ain
COM,1274,84,1,Les Neyrolles
COM,1275,84,1,Neyron
COM,1276,84,1,Niévroz
COM,1277,84,1,Nivollet-Montgriffon
COM,1279,84,1,Oncieu
COM,1280,84,1,Ordonnaz
COM,1281,84,1,Ornex
COM,1282,84,1,Outriaz
COM,1283,84,1,Oyonnax
COM,1284,84,1,Ozan
COM,1285,84,1,Parcieux
COM,1286,84,1,Parves et Nattages
COMD,1286,,,Parves
COM,1288,84,1,Péron
COM,1289,84,1,Péronnas
COM,1290,84,1,Pérouges
COM,1291,84,1,Perrex
COM,1293,84,1,Peyriat
COM,1294,84,1,Peyrieu
COM,1295,84,1,Peyzieux-sur-Saône
COM,1296,84,1,Pirajoux
COM,1297,84,1,Pizay
COM,1298,84,1,Plagne
COM,1299,84,1,Le Plantay
COMD,1300,,,Le Poizat
COM,1301,84,1,Polliat
COM,1302,84,1,Pollieu
COM,1303,84,1,Poncin
COM,1304,84,1,Pont-d'Ain
COM,1305,84,1,Pont-de-Vaux
COM,1306,84,1,Pont-de-Veyle
COM,1307,84,1,Port
COM,1308,84,1,Pougny
COM,1309,84,1,Pouillat
COM,1310,84,1,Prémeyzel
COM,1311,84,1,Prémillieu
COMD,1312,,,Pressiat
COM,1313,84,1,Prévessin-Moëns
COM,1314,84,1,Priay
COM,1317,84,1,Ramasse
COM,1318,84,1,Rancé
COM,1319,84,1,Relevant
COM,1320,84,1,Replonges
COM,1321,84,1,Revonnas
COM,1322,84,1,Reyrieux
COM,1323,84,1,Reyssouze
COMA,1324,,,Rignat
COM,1325,84,1,Rignieux-le-Franc
COM,1328,84,1,Romans
COM,1329,84,1,Rossillon
COM,1330,84,1,Ruffieu
COM,1331,84,1,Saint-Alban
COM,1332,84,1,Saint-André-de-Bâgé
COM,1333,84,1,Saint-André-de-Corcy
COM,1334,84,1,Saint-André-d'Huiriat
COM,1335,84,1,Saint-André-le-Bouchoux
COM,1336,84,1,Saint-André-sur-Vieux-Jonc
COM,1337,84,1,Saint-Bénigne
COM,1338,84,1,Groslée-Saint-Benoit
COMD,1338,,,Saint-Benoît
COM,1339,84,1,Saint-Bernard
COMD,1340,,,Saint-Bois
COM,1342,84,1,Sainte-Croix
COM,1343,84,1,Saint-Cyr-sur-Menthon
COM,1344,84,1,Saint-Denis-lès-Bourg
COM,1345,84,1,Saint-Denis-en-Bugey
COM,1346,84,1,Saint-Didier-d'Aussiat
COM,1347,84,1,Saint-Didier-de-Formans
COM,1348,84,1,Saint-Didier-sur-Chalaronne
COM,1349,84,1,Saint-Éloi
COM,1350,84,1,Saint-Étienne-du-Bois
COM,1351,84,1,Saint-Étienne-sur-Chalaronne
COM,1352,84,1,Saint-Étienne-sur-Reyssouze
COM,1353,84,1,Sainte-Euphémie
COM,1354,84,1,Saint-Genis-Pouilly
COM,1355,84,1,Saint-Genis-sur-Menthon
COM,1356,84,1,Saint-Georges-sur-Renon
COM,1357,84,1,Saint-Germain-de-Joux
COM,1358,84,1,Saint-Germain-les-Paroisses
COM,1359,84,1,Saint-Germain-sur-Renon
COM,1360,84,1,Saint-Jean-de-Gonville
COM,1361,84,1,Saint-Jean-de-Niost
COM,1362,84,1,Saint-Jean-de-Thurigneux
COM,1363,84,1,Saint-Jean-le-Vieux
COM,1364,84,1,Saint-Jean-sur-Reyssouze
COM,1365,84,1,Saint-Jean-sur-Veyle
COM,1366,84,1,Sainte-Julie
COM,1367,84,1,Saint-Julien-sur-Reyssouze
COM,1368,84,1,Saint-Julien-sur-Veyle
COM,1369,84,1,Saint-Just
COM,1370,84,1,Saint-Laurent-sur-Saône
COM,1371,84,1,Saint-Marcel
COM,1372,84,1,Saint-Martin-de-Bavel
COM,1373,84,1,Saint-Martin-du-Frêne
COM,1374,84,1,Saint-Martin-du-Mont
COM,1375,84,1,Saint-Martin-le-Châtel
COM,1376,84,1,Saint-Maurice-de-Beynost
COM,1378,84,1,Saint-Maurice-de-Gourdans
COM,1379,84,1,Saint-Maurice-de-Rémens
COM,1380,84,1,Saint-Nizier-le-Bouchoux
COM,1381,84,1,Saint-Nizier-le-Désert
COM,1382,84,1,Sainte-Olive
COM,1383,84,1,Saint-Paul-de-Varax
COM,1384,84,1,Saint-Rambert-en-Bugey
COM,1385,84,1,Saint-Rémy
COM,1386,84,1,Saint-Sorlin-en-Bugey
COM,1387,84,1,Saint-Sulpice
COM,1388,84,1,Saint-Trivier-de-Courtes
COM,1389,84,1,Saint-Trivier-sur-Moignans
COM,1390,84,1,Saint-Vulbas
COM,1391,84,1,Salavre
COM,1392,84,1,Samognat
COM,1393,84,1,Sandrans
COM,1396,84,1,Sault-Brénaz
COM,1397,84,1,Sauverny
COM,1398,84,1,Savigneux
COM,1399,84,1,Ségny
COM,1400,84,1,Seillonnaz
COM,1401,84,1,Sergy
COM,1402,84,1,Sermoyer
COM,1403,84,1,Serrières-de-Briord
COM,1404,84,1,Serrières-sur-Ain
COM,1405,84,1,Servas
COM,1406,84,1,Servignat
COM,1407,84,1,Seyssel
COM,1408,84,1,Simandre-sur-Suran
COM,1410,84,1,Sonthonnax-la-Montagne
COM,1411,84,1,Souclin
COM,1412,84,1,Sulignat
COMD,1413,,,Surjoux
COMD,1414,,,Sutrieu
COM,1415,84,1,Talissieu
COM,1416,84,1,Tenay
COMD,1417,,,Thézillieu
COM,1418,84,1,Thil
COM,1419,84,1,Thoiry
COM,1420,84,1,Thoissey
COM,1421,84,1,Torcieu
COM,1422,84,1,Tossiat
COM,1423,84,1,Toussieux
COM,1424,84,1,Tramoyes
COM,1425,84,1,La Tranclière
COM,1426,84,1,Val-Revermont
COMD,1426,,,Treffort
COM,1427,84,1,Trévoux
COM,1428,84,1,Valeins
COM,1429,84,1,Vandeins
COM,1430,84,1,Varambon
COM,1431,84,1,Vaux-en-Bugey
COM,1432,84,1,Verjon
COM,1433,84,1,Vernoux
COM,1434,84,1,Versailleux
COM,1435,84,1,Versonnex
COM,1436,84,1,Vesancy
COM,1437,84,1,Vescours
COM,1439,84,1,Vésines
COM,1441,84,1,Vieu-d'Izenave
COMD,1442,,,Vieu
COM,1443,84,1,Villars-les-Dombes
COM,1444,84,1,Villebois
COM,1445,84,1,Villemotier
COM,1446,84,1,Villeneuve
COM,1447,84,1,Villereversure
COM,1448,84,1,Villes
COM,1449,84,1,Villette-sur-Ain
COM,1450,84,1,Villieu-Loyes-Mollon
COM,1451,84,1,Viriat
COM,1452,84,1,Virieu-le-Grand
COM,1453,84,1,Arvière-en-Valromey
COMD,1453,,,Virieu-le-Petit
COM,1454,84,1,Virignin
COM,1456,84,1,Vongnes
COM,1457,84,1,Vonnas
COM,2001,32,2,Abbécourt
COM,2002,32,2,Achery
COM,2003,32,2,Acy
COM,2004,32,2,Agnicourt-et-Séchelles
COM,2005,32,2,Aguilcourt
COM,2006,32,2,Aisonville-et-Bernoville
COM,2007,32,2,Aizelles
COM,2008,32,2,Aizy-Jouy
COM,2009,32,2,Alaincourt
COM,2010,32,2,Allemant
COM,2011,32,2,Ambleny
COM,2012,32,2,Ambrief
COM,2013,32,2,Amifontaine
COM,2014,32,2,Amigny-Rouy
COM,2015,32,2,Ancienville
COM,2016,32,2,Andelain
COM,2017,32,2,Anguilcourt-le-Sart
COM,2018,32,2,Anizy-le-Grand
COMD,2018,,,Anizy-le-Château
COM,2019,32,2,Annois
COM,2020,32,2,Any-Martin-Rieux
COM,2021,32,2,Archon
COM,2022,32,2,Arcy-Sainte-Restitue
COM,2023,32,2,Armentières-sur-Ourcq
COM,2024,32,2,Arrancy
COM,2025,32,2,Artemps
COMD,2026,,,Artonges
COM,2027,32,2,Assis-sur-Serre
COM,2028,32,2,Athies-sous-Laon
COM,2029,32,2,Attilly
COM,2030,32,2,Aubencheul-aux-Bois
COM,2031,32,2,Aubenton
COM,2032,32,2,Aubigny-aux-Kaisnes
COM,2033,32,2,Aubigny-en-Laonnois
COM,2034,32,2,Audignicourt
COM,2035,32,2,Audigny
COM,2036,32,2,Augy
COM,2037,32,2,Aulnois-sous-Laon
COM,2038,32,2,Les Autels
COM,2039,32,2,Autremencourt
COM,2040,32,2,Autreppes
COM,2041,32,2,Autreville
COM,2042,32,2,Azy-sur-Marne
COM,2043,32,2,Bagneux
COM,2044,32,2,Bancigny
COM,2046,32,2,Barenton-Bugny
COM,2047,32,2,Barenton-Cel
COM,2048,32,2,Barenton-sur-Serre
COM,2049,32,2,Barisis-aux-Bois
COM,2050,32,2,Barzy-en-Thiérache
COM,2051,32,2,Barzy-sur-Marne
COM,2052,32,2,Bassoles-Aulers
COM,2053,32,2,Vallées en Champagne
COMD,2053,,,Baulne-en-Brie
COM,2054,32,2,Bazoches-et-Saint-Thibaut
COMD,2054,,,Bazoches-sur-Vesles
COM,2055,32,2,Beaumé
COM,2056,32,2,Beaumont-en-Beine
COM,2057,32,2,Beaurevoir
COM,2058,32,2,Beaurieux
COM,2059,32,2,Beautor
COM,2060,32,2,Beauvois-en-Vermandois
COM,2061,32,2,Becquigny
COM,2062,32,2,Belleau
COM,2063,32,2,Bellenglise
COM,2064,32,2,Belleu
COM,2065,32,2,Bellicourt
COM,2066,32,2,Benay
COM,2067,32,2,Bergues-sur-Sambre
COM,2068,32,2,Berlancourt
COM,2069,32,2,Berlise
COM,2070,32,2,Bernot
COM,2071,32,2,Berny-Rivière
COM,2072,32,2,Berrieux
COM,2073,32,2,Berry-au-Bac
COM,2074,32,2,Bertaucourt-Epourdon
COM,2075,32,2,Berthenicourt
COM,2076,32,2,Bertricourt
COMD,2077,,,Berzy-le-Sec
COM,2078,32,2,Besmé
COM,2079,32,2,Besmont
COM,2080,32,2,Besny-et-Loizy
COM,2081,32,2,Béthancourt-en-Vaux
COM,2082,32,2,Beugneux
COM,2083,32,2,Beuvardes
COM,2084,32,2,Bézu-le-Guéry
COM,2085,32,2,Bézu-Saint-Germain
COM,2086,32,2,Bichancourt
COM,2087,32,2,Bieuxy
COM,2088,32,2,Bièvres
COM,2089,32,2,Billy-sur-Aisne
COM,2090,32,2,Billy-sur-Ourcq
COM,2091,32,2,Blanzy-lès-Fismes
COM,2093,32,2,Blérancourt
COM,2094,32,2,Blesmes
COM,2095,32,2,Bohain-en-Vermandois
COM,2096,32,2,Bois-lès-Pargny
COM,2097,32,2,Boncourt
COM,2098,32,2,Bonneil
COM,2099,32,2,Bonnesvalyn
COM,2100,32,2,Bony
COM,2101,32,2,Bosmont-sur-Serre
COM,2102,32,2,Bouconville-Vauclair
COM,2103,32,2,Boué
COM,2104,32,2,Bouffignereux
COM,2105,32,2,Bouresches
COM,2106,32,2,Bourg-et-Comin
COM,2107,32,2,Bourguignon-sous-Coucy
COM,2108,32,2,Bourguignon-sous-Montbavin
COM,2109,32,2,La Bouteille
COM,2110,32,2,Braine
COM,2111,32,2,Brancourt-en-Laonnois
COM,2112,32,2,Brancourt-le-Grand
COM,2114,32,2,Brasles
COM,2115,32,2,Braye-en-Laonnois
COM,2116,32,2,Braye-en-Thiérache
COM,2117,32,2,Bray-Saint-Christophe
COM,2118,32,2,Braye
COM,2119,32,2,Brécy
COM,2120,32,2,Brenelle
COM,2121,32,2,Breny
COM,2122,32,2,Brie
COM,2123,32,2,Brissay-Choigny
COM,2124,32,2,Brissy-Hamégicourt
COM,2125,32,2,Brumetz
COM,2126,32,2,Brunehamel
COM,2127,32,2,Bruyères-sur-Fère
COM,2128,32,2,Bruyères-et-Montbérault
COM,2129,32,2,Bruys
COM,2130,32,2,Bucilly
COM,2131,32,2,Bucy-le-Long
COM,2132,32,2,Bucy-lès-Cerny
COM,2133,32,2,Bucy-lès-Pierrepont
COM,2134,32,2,Buire
COM,2135,32,2,Buironfosse
COM,2136,32,2,Burelles
COM,2137,32,2,Bussiares
COM,2138,32,2,Buzancy
COM,2139,32,2,Caillouël-Crépigny
COM,2140,32,2,Camelin
COM,2141,32,2,La Capelle
COM,2142,32,2,Castres
COM,2143,32,2,Le Catelet
COM,2144,32,2,Caulaincourt
COM,2145,32,2,Caumont
COM,2146,32,2,Celles-lès-Condé
COMD,2147,,,La Celle-sous-Montmirail
COM,2148,32,2,Celles-sur-Aisne
COM,2149,32,2,Cerizy
COM,2150,32,2,Cerny-en-Laonnois
COM,2151,32,2,Cerny-lès-Bucy
COM,2152,32,2,Cerseuil
COM,2153,32,2,Cessières-Suzy
COMD,2153,,,Cessières
COM,2154,32,2,Chacrise
COM,2155,32,2,Chaillevois
COM,2156,32,2,Chalandry
COM,2157,32,2,Chambry
COM,2158,32,2,Chamouille
COM,2159,32,2,Champs
COM,2160,32,2,Chaourse
COMD,2161,,,La Chapelle-Monthodon
COM,2162,32,2,La Chapelle-sur-Chézy
COM,2163,32,2,Charly-sur-Marne
COM,2164,32,2,Le Charmel
COM,2165,32,2,Charmes
COM,2166,32,2,Chartèves
COM,2167,32,2,Chassemy
COM,2168,32,2,Château-Thierry
COM,2169,32,2,Châtillon-lès-Sons
COM,2170,32,2,Châtillon-sur-Oise
COM,2171,32,2,Chaudardes
COM,2172,32,2,Chaudun
COM,2173,32,2,Chauny
COM,2174,32,2,Chavignon
COM,2175,32,2,Chavigny
COM,2176,32,2,Chavonne
COM,2177,32,2,Chérêt
COM,2178,32,2,Chermizy-Ailles
COM,2179,32,2,Chéry-Chartreuve
COM,2180,32,2,Chéry-lès-Pouilly
COM,2181,32,2,Chéry-lès-Rozoy
COM,2182,32,2,Chevennes
COM,2183,32,2,Chevregny
COM,2184,32,2,Chevresis-Monceau
COM,2185,32,2,Chézy-en-Orxois
COM,2186,32,2,Chézy-sur-Marne
COM,2187,32,2,Chierry
COM,2188,32,2,Chigny
COM,2189,32,2,Chivres-en-Laonnois
COM,2190,32,2,Chivres-Val
COM,2191,32,2,Chivy-lès-Étouvelles
COM,2192,32,2,Chouy
COM,2193,32,2,Cierges
COM,2194,32,2,Cilly
COM,2195,32,2,Ciry-Salsogne
COM,2196,32,2,Clacy-et-Thierret
COM,2197,32,2,Clairfontaine
COM,2198,32,2,Clamecy
COM,2199,32,2,Clastres
COM,2200,32,2,Clermont-les-Fermes
COM,2201,32,2,Cœuvres-et-Valsery
COM,2203,32,2,Coincy
COM,2204,32,2,Coingt
COM,2205,32,2,Colligis-Crandelain
COM,2206,32,2,Colonfay
COM,2207,32,2,Commenchon
COM,2208,32,2,Concevreux
COM,2209,32,2,Condé-en-Brie
COM,2210,32,2,Condé-sur-Aisne
COM,2211,32,2,Condé-sur-Suippe
COM,2212,32,2,Condren
COM,2213,32,2,Connigis
COM,2214,32,2,Contescourt
COM,2215,32,2,Corbeny
COM,2216,32,2,Corcy
COM,2217,32,2,Coucy-le-Château-Auffrique
COM,2218,32,2,Coucy-lès-Eppes
COM,2219,32,2,Coucy-la-Ville
COM,2220,32,2,Coulonges-Cohan
COM,2221,32,2,Coupru
COM,2222,32,2,Courbes
COM,2223,32,2,Courboin
COM,2224,32,2,Courcelles-sur-Vesle
COM,2225,32,2,Courchamps
COM,2226,32,2,Courmelles
COM,2227,32,2,Courmont
COM,2228,32,2,Courtemont-Varennes
COM,2229,32,2,Courtrizy-et-Fussigny
COM,2230,32,2,Couvrelles
COM,2231,32,2,Couvron-et-Aumencourt
COM,2232,32,2,Coyolles
COM,2233,32,2,Cramaille
COM,2234,32,2,Craonne
COM,2235,32,2,Craonnelle
COM,2236,32,2,Crécy-au-Mont
COM,2237,32,2,Crécy-sur-Serre
COM,2238,32,2,Crépy
COM,2239,32,2,Crézancy
COM,2240,32,2,Croix-Fonsomme
COM,2241,32,2,La Croix-sur-Ourcq
COM,2242,32,2,Crouttes-sur-Marne
COM,2243,32,2,Crouy
COM,2244,32,2,Crupilly
COM,2245,32,2,Cuffies
COM,2246,32,2,Cugny
COM,2248,32,2,Cuirieux
COM,2249,32,2,Cuiry-Housse
COM,2250,32,2,Cuiry-lès-Chaudardes
COM,2251,32,2,Cuiry-lès-Iviers
COM,2252,32,2,Cuissy-et-Geny
COM,2253,32,2,Cuisy-en-Almont
COM,2254,32,2,Cutry
COM,2255,32,2,Cys-la-Commune
COM,2256,32,2,Dagny-Lambercy
COM,2257,32,2,Dallon
COM,2258,32,2,Dammard
COM,2259,32,2,Dampleux
COM,2260,32,2,Danizy
COM,2261,32,2,Dercy
COM,2262,32,2,Deuillet
COM,2263,32,2,Dhuizel
COM,2264,32,2,Dizy-le-Gros
COM,2265,32,2,Dohis
COM,2266,32,2,Dolignon
COM,2267,32,2,Dommiers
COM,2268,32,2,Domptin
COM,2269,32,2,Dorengt
COM,2270,32,2,Douchy
COM,2271,32,2,Dravegny
COM,2272,32,2,Droizy
COM,2273,32,2,Dury
COM,2274,32,2,Ébouleau
COM,2275,32,2,Effry
COM,2276,32,2,Englancourt
COM,2277,32,2,Épagny
COM,2278,32,2,Éparcy
COM,2279,32,2,Épaux-Bézu
COM,2280,32,2,Épieds
COM,2281,32,2,L'Épine-aux-Bois
COM,2282,32,2,Eppes
COM,2283,32,2,Erlon
COM,2284,32,2,Erloy
COMA,2285,,,Escaufourt
COM,2286,32,2,Esquéhéries
COM,2287,32,2,Essigny-le-Grand
COM,2288,32,2,Essigny-le-Petit
COM,2289,32,2,Essises
COM,2290,32,2,Essômes-sur-Marne
COM,2291,32,2,Estrées
COM,2292,32,2,Étampes-sur-Marne
COM,2293,32,2,Étaves-et-Bocquiaux
COM,2294,32,2,Étouvelles
COM,2295,32,2,Étréaupont
COM,2296,32,2,Étreillers
COM,2297,32,2,Étrépilly
COM,2298,32,2,Étreux
COM,2299,32,2,Évergnicourt
COMA,2300,,,Fargniers
COMD,2301,,,Faucoucourt
COM,2302,32,2,Faverolles
COM,2303,32,2,Fayet
COM,2304,32,2,La Fère
COM,2305,32,2,Fère-en-Tardenois
COM,2306,32,2,La Ferté-Chevresis
COM,2307,32,2,La Ferté-Milon
COM,2308,32,2,Fesmy-le-Sart
COM,2309,32,2,Festieux
COM,2310,32,2,Fieulaine
COM,2311,32,2,Filain
COM,2312,32,2,La Flamengrie
COM,2313,32,2,Flavigny-le-Grand-et-Beaurain
COM,2315,32,2,Flavy-le-Martel
COM,2316,32,2,Fleury
COM,2317,32,2,Fluquières
COM,2318,32,2,Folembray
COM,2319,32,2,Fonsomme
COM,2320,32,2,Fontaine-lès-Clercs
COM,2321,32,2,Fontaine-lès-Vervins
COM,2322,32,2,Fontaine-Notre-Dame
COM,2323,32,2,Fontaine-Uterte
COM,2324,32,2,Fontenelle
COMD,2325,,,Fontenelle-en-Brie
COM,2326,32,2,Fontenoy
COM,2327,32,2,Foreste
COM,2328,32,2,Fossoy
COM,2329,32,2,Fourdrain
COM,2330,32,2,Francilly-Selency
COM,2331,32,2,Franqueville
COM,2332,32,2,Fresnes-en-Tardenois
COM,2333,32,2,Fresnes-sous-Coucy
COM,2334,32,2,Fresnoy-le-Grand
COM,2335,32,2,Fressancourt
COM,2336,32,2,Frières-Faillouël
COM,2337,32,2,Froidestrées
COM,2338,32,2,Froidmont-Cohartille
COM,2339,32,2,Gandelu
COM,2340,32,2,Gauchy
