CODGEO;indicator;category;startyear;endyear;NAISD19
01039;Naissances;Naissances domiciliées en 2019;2019;;3
01040;Naissances;Naissances domiciliées en 2019;2019;;3
01041;Naissances;Naissances domiciliées en 2019;2019;;5
01042;Naissances;Naissances domiciliées en 2019;2019;;1
01043;Naissances;Naissances domiciliées en 2019;2019;;35
01044;Naissances;Naissances domiciliées en 2019;2019;;9
01045;Naissances;Naissances domiciliées en 2019;2019;;8
01046;Naissances;Naissances domiciliées en 2019;2019;;9
01047;Naissances;Naissances domiciliées en 2019;2019;;23
01049;Naissances;Naissances domiciliées en 2019;2019;;47
01050;Naissances;Naissances domiciliées en 2019;2019;;5
01051;Naissances;Naissances domiciliées en 2019;2019;;1
01052;Naissances;Naissances domiciliées en 2019;2019;;4
01053;Naissances;Naissances domiciliées en 2019;2019;;487
01054;Naissances;Naissances domiciliées en 2019;2019;;21
01056;Naissances;Naissances domiciliées en 2019;2019;;3
01057;Naissances;Naissances domiciliées en 2019;2019;;8
01058;Naissances;Naissances domiciliées en 2019;2019;;7
01060;Naissances;Naissances domiciliées en 2019;2019;;1
01061;Naissances;Naissances domiciliées en 2019;2019;;8
01062;Naissances;Naissances domiciliées en 2019;2019;;8
01063;Naissances;Naissances domiciliées en 2019;2019;;7
01064;Naissances;Naissances domiciliées en 2019;2019;;13
01065;Naissances;Naissances domiciliées en 2019;2019;;23
01066;Naissances;Naissances domiciliées en 2019;2019;;0
01067;Naissances;Naissances domiciliées en 2019;2019;;4
01068;Naissances;Naissances domiciliées en 2019;2019;;10
01069;Naissances;Naissances domiciliées en 2019;2019;;18
01071;Naissances;Naissances domiciliées en 2019;2019;;61
01072;Naissances;Naissances domiciliées en 2019;2019;;28
01073;Naissances;Naissances domiciliées en 2019;2019;;8
01074;Naissances;Naissances domiciliées en 2019;2019;;25
01075;Naissances;Naissances domiciliées en 2019;2019;;20
01076;Naissances;Naissances domiciliées en 2019;2019;;1
01077;Naissances;Naissances domiciliées en 2019;2019;;1
01078;Naissances;Naissances domiciliées en 2019;2019;;11
01079;Naissances;Naissances domiciliées en 2019;2019;;5
01080;Naissances;Naissances domiciliées en 2019;2019;;4
01081;Naissances;Naissances domiciliées en 2019;2019;;5
01082;Naissances;Naissances domiciliées en 2019;2019;;8
01083;Naissances;Naissances domiciliées en 2019;2019;;13
01084;Naissances;Naissances domiciliées en 2019;2019;;16
01085;Naissances;Naissances domiciliées en 2019;2019;;3
01087;Naissances;Naissances domiciliées en 2019;2019;;1
01088;Naissances;Naissances domiciliées en 2019;2019;;14
01089;Naissances;Naissances domiciliées en 2019;2019;;24
01090;Naissances;Naissances domiciliées en 2019;2019;;3
01092;Naissances;Naissances domiciliées en 2019;2019;;19
01093;Naissances;Naissances domiciliées en 2019;2019;;36
01094;Naissances;Naissances domiciliées en 2019;2019;;6
01095;Naissances;Naissances domiciliées en 2019;2019;;9
01096;Naissances;Naissances domiciliées en 2019;2019;;13
01098;Naissances;Naissances domiciliées en 2019;2019;;15
01099;Naissances;Naissances domiciliées en 2019;2019;;18
01100;Naissances;Naissances domiciliées en 2019;2019;;1
01101;Naissances;Naissances domiciliées en 2019;2019;;0
01102;Naissances;Naissances domiciliées en 2019;2019;;8
01103;Naissances;Naissances domiciliées en 2019;2019;;32
01104;Naissances;Naissances domiciliées en 2019;2019;;4
01105;Naissances;Naissances domiciliées en 2019;2019;;34
01106;Naissances;Naissances domiciliées en 2019;2019;;1
01107;Naissances;Naissances domiciliées en 2019;2019;;2
01108;Naissances;Naissances domiciliées en 2019;2019;;10
01109;Naissances;Naissances domiciliées en 2019;2019;;20
01110;Naissances;Naissances domiciliées en 2019;2019;;2
01111;Naissances;Naissances domiciliées en 2019;2019;;0
01112;Naissances;Naissances domiciliées en 2019;2019;;12
01113;Naissances;Naissances domiciliées en 2019;2019;;8
01114;Naissances;Naissances domiciliées en 2019;2019;;7
01115;Naissances;Naissances domiciliées en 2019;2019;;16
01116;Naissances;Naissances domiciliées en 2019;2019;;6
01117;Naissances;Naissances domiciliées en 2019;2019;;2
01118;Naissances;Naissances domiciliées en 2019;2019;;9
01121;Naissances;Naissances domiciliées en 2019;2019;;0
01123;Naissances;Naissances domiciliées en 2019;2019;;5
01124;Naissances;Naissances domiciliées en 2019;2019;;8
01125;Naissances;Naissances domiciliées en 2019;2019;;9
01127;Naissances;Naissances domiciliées en 2019;2019;;6
01128;Naissances;Naissances domiciliées en 2019;2019;;3
01129;Naissances;Naissances domiciliées en 2019;2019;;6
01130;Naissances;Naissances domiciliées en 2019;2019;;27
01133;Naissances;Naissances domiciliées en 2019;2019;;2
01134;Naissances;Naissances domiciliées en 2019;2019;;24
01135;Naissances;Naissances domiciliées en 2019;2019;;22
01136;Naissances;Naissances domiciliées en 2019;2019;;13
01138;Naissances;Naissances domiciliées en 2019;2019;;37
01139;Naissances;Naissances domiciliées en 2019;2019;;0
01140;Naissances;Naissances domiciliées en 2019;2019;;11
01141;Naissances;Naissances domiciliées en 2019;2019;;3
01142;Naissances;Naissances domiciliées en 2019;2019;;43
01143;Naissances;Naissances domiciliées en 2019;2019;;79
01145;Naissances;Naissances domiciliées en 2019;2019;;13
01146;Naissances;Naissances domiciliées en 2019;2019;;3
01147;Naissances;Naissances domiciliées en 2019;2019;;3
01148;Naissances;Naissances domiciliées en 2019;2019;;13
01149;Naissances;Naissances domiciliées en 2019;2019;;14
01150;Naissances;Naissances domiciliées en 2019;2019;;3
01151;Naissances;Naissances domiciliées en 2019;2019;;9
01152;Naissances;Naissances domiciliées en 2019;2019;;10
01153;Naissances;Naissances domiciliées en 2019;2019;;14
01155;Naissances;Naissances domiciliées en 2019;2019;;0
01156;Naissances;Naissances domiciliées en 2019;2019;;4
01157;Naissances;Naissances domiciliées en 2019;2019;;24
01158;Naissances;Naissances domiciliées en 2019;2019;;6
01159;Naissances;Naissances domiciliées en 2019;2019;;35
01160;Naissances;Naissances domiciliées en 2019;2019;;95
01162;Naissances;Naissances domiciliées en 2019;2019;;0
01163;Naissances;Naissances domiciliées en 2019;2019;;9
01165;Naissances;Naissances domiciliées en 2019;2019;;13
01166;Naissances;Naissances domiciliées en 2019;2019;;18
01167;Naissances;Naissances domiciliées en 2019;2019;;6
01169;Naissances;Naissances domiciliées en 2019;2019;;12
01170;Naissances;Naissances domiciliées en 2019;2019;;10
01171;Naissances;Naissances domiciliées en 2019;2019;;8
01173;Naissances;Naissances domiciliées en 2019;2019;;188
01174;Naissances;Naissances domiciliées en 2019;2019;;3
01175;Naissances;Naissances domiciliées en 2019;2019;;10
01177;Naissances;Naissances domiciliées en 2019;2019;;1
01179;Naissances;Naissances domiciliées en 2019;2019;;13
01180;Naissances;Naissances domiciliées en 2019;2019;;5
01181;Naissances;Naissances domiciliées en 2019;2019;;5
01183;Naissances;Naissances domiciliées en 2019;2019;;8
01184;Naissances;Naissances domiciliées en 2019;2019;;7
01185;Naissances;Naissances domiciliées en 2019;2019;;29
01187;Naissances;Naissances domiciliées en 2019;2019;;7
01188;Naissances;Naissances domiciliées en 2019;2019;;6
01189;Naissances;Naissances domiciliées en 2019;2019;;10
01190;Naissances;Naissances domiciliées en 2019;2019;;0
01191;Naissances;Naissances domiciliées en 2019;2019;;1
01192;Naissances;Naissances domiciliées en 2019;2019;;15
01193;Naissances;Naissances domiciliées en 2019;2019;;1
01194;Naissances;Naissances domiciliées en 2019;2019;;72
01195;Naissances;Naissances domiciliées en 2019;2019;;18
01196;Naissances;Naissances domiciliées en 2019;2019;;9
01197;Naissances;Naissances domiciliées en 2019;2019;;4
01198;Naissances;Naissances domiciliées en 2019;2019;;4
01199;Naissances;Naissances domiciliées en 2019;2019;;25
01200;Naissances;Naissances domiciliées en 2019;2019;;1
01202;Naissances;Naissances domiciliées en 2019;2019;;83
01203;Naissances;Naissances domiciliées en 2019;2019;;10
01204;Naissances;Naissances domiciliées en 2019;2019;;5
01206;Naissances;Naissances domiciliées en 2019;2019;;1
01207;Naissances;Naissances domiciliées en 2019;2019;;2
01208;Naissances;Naissances domiciliées en 2019;2019;;1
01209;Naissances;Naissances domiciliées en 2019;2019;;10
01210;Naissances;Naissances domiciliées en 2019;2019;;1
01211;Naissances;Naissances domiciliées en 2019;2019;;9
01212;Naissances;Naissances domiciliées en 2019;2019;;5
01213;Naissances;Naissances domiciliées en 2019;2019;;18
01214;Naissances;Naissances domiciliées en 2019;2019;;0
01215;Naissances;Naissances domiciliées en 2019;2019;;0
01216;Naissances;Naissances domiciliées en 2019;2019;;4
01219;Naissances;Naissances domiciliées en 2019;2019;;1
01224;Naissances;Naissances domiciliées en 2019;2019;;42
01225;Naissances;Naissances domiciliées en 2019;2019;;2
01227;Naissances;Naissances domiciliées en 2019;2019;;7
01228;Naissances;Naissances domiciliées en 2019;2019;;5
01229;Naissances;Naissances domiciliées en 2019;2019;;17
01230;Naissances;Naissances domiciliées en 2019;2019;;5
01231;Naissances;Naissances domiciliées en 2019;2019;;17
01232;Naissances;Naissances domiciliées en 2019;2019;;15
01233;Naissances;Naissances domiciliées en 2019;2019;;0
01234;Naissances;Naissances domiciliées en 2019;2019;;2
01235;Naissances;Naissances domiciliées en 2019;2019;;22
01236;Naissances;Naissances domiciliées en 2019;2019;;14
01237;Naissances;Naissances domiciliées en 2019;2019;;16
01238;Naissances;Naissances domiciliées en 2019;2019;;31
01239;Naissances;Naissances domiciliées en 2019;2019;;5
01240;Naissances;Naissances domiciliées en 2019;2019;;3
01241;Naissances;Naissances domiciliées en 2019;2019;;15
01242;Naissances;Naissances domiciliées en 2019;2019;;1
01243;Naissances;Naissances domiciliées en 2019;2019;;10
01244;Naissances;Naissances domiciliées en 2019;2019;;93
01245;Naissances;Naissances domiciliées en 2019;2019;;11
01246;Naissances;Naissances domiciliées en 2019;2019;;25
01247;Naissances;Naissances domiciliées en 2019;2019;;4
01248;Naissances;Naissances domiciliées en 2019;2019;;30
01249;Naissances;Naissances domiciliées en 2019;2019;;123
01250;Naissances;Naissances domiciliées en 2019;2019;;15
01252;Naissances;Naissances domiciliées en 2019;2019;;12
01254;Naissances;Naissances domiciliées en 2019;2019;;39
01255;Naissances;Naissances domiciliées en 2019;2019;;8
01257;Naissances;Naissances domiciliées en 2019;2019;;7
01258;Naissances;Naissances domiciliées en 2019;2019;;8
01259;Naissances;Naissances domiciliées en 2019;2019;;10
01260;Naissances;Naissances domiciliées en 2019;2019;;4
01261;Naissances;Naissances domiciliées en 2019;2019;;6
01262;Naissances;Naissances domiciliées en 2019;2019;;92
01263;Naissances;Naissances domiciliées en 2019;2019;;25
01264;Naissances;Naissances domiciliées en 2019;2019;;4
01265;Naissances;Naissances domiciliées en 2019;2019;;47
01266;Naissances;Naissances domiciliées en 2019;2019;;19
01267;Naissances;Naissances domiciliées en 2019;2019;;3
01268;Naissances;Naissances domiciliées en 2019;2019;;0
01269;Naissances;Naissances domiciliées en 2019;2019;;42
01272;Naissances;Naissances domiciliées en 2019;2019;;10
01273;Naissances;Naissances domiciliées en 2019;2019;;14
01274;Naissances;Naissances domiciliées en 2019;2019;;9
01275;Naissances;Naissances domiciliées en 2019;2019;;24
01276;Naissances;Naissances domiciliées en 2019;2019;;13
01277;Naissances;Naissances domiciliées en 2019;2019;;2
01279;Naissances;Naissances domiciliées en 2019;2019;;1
01280;Naissances;Naissances domiciliées en 2019;2019;;1
01281;Naissances;Naissances domiciliées en 2019;2019;;44
01282;Naissances;Naissances domiciliées en 2019;2019;;4
01283;Naissances;Naissances domiciliées en 2019;2019;;276
01284;Naissances;Naissances domiciliées en 2019;2019;;6
01285;Naissances;Naissances domiciliées en 2019;2019;;13
01286;Naissances;Naissances domiciliées en 2019;2019;;5
01288;Naissances;Naissances domiciliées en 2019;2019;;31
01289;Naissances;Naissances domiciliées en 2019;2019;;62
01290;Naissances;Naissances domiciliées en 2019;2019;;11
01291;Naissances;Naissances domiciliées en 2019;2019;;9
01293;Naissances;Naissances domiciliées en 2019;2019;;0
01294;Naissances;Naissances domiciliées en 2019;2019;;10
01295;Naissances;Naissances domiciliées en 2019;2019;;4
01296;Naissances;Naissances domiciliées en 2019;2019;;4
01297;Naissances;Naissances domiciliées en 2019;2019;;15
01298;Naissances;Naissances domiciliées en 2019;2019;;0
01299;Naissances;Naissances domiciliées en 2019;2019;;2
01301;Naissances;Naissances domiciliées en 2019;2019;;26
01302;Naissances;Naissances domiciliées en 2019;2019;;1
01303;Naissances;Naissances domiciliées en 2019;2019;;19
01304;Naissances;Naissances domiciliées en 2019;2019;;36
01305;Naissances;Naissances domiciliées en 2019;2019;;15
01306;Naissances;Naissances domiciliées en 2019;2019;;17
01307;Naissances;Naissances domiciliées en 2019;2019;;9
01308;Naissances;Naissances domiciliées en 2019;2019;;0
01309;Naissances;Naissances domiciliées en 2019;2019;;1
01310;Naissances;Naissances domiciliées en 2019;2019;;1
01311;Naissances;Naissances domiciliées en 2019;2019;;0
01313;Naissances;Naissances domiciliées en 2019;2019;;83
01314;Naissances;Naissances domiciliées en 2019;2019;;32
01317;Naissances;Naissances domiciliées en 2019;2019;;1
01318;Naissances;Naissances domiciliées en 2019;2019;;8
01319;Naissances;Naissances domiciliées en 2019;2019;;5
01320;Naissances;Naissances domiciliées en 2019;2019;;32
01321;Naissances;Naissances domiciliées en 2019;2019;;4
01322;Naissances;Naissances domiciliées en 2019;2019;;43
01323;Naissances;Naissances domiciliées en 2019;2019;;9
01325;Naissances;Naissances domiciliées en 2019;2019;;9
01328;Naissances;Naissances domiciliées en 2019;2019;;4
01329;Naissances;Naissances domiciliées en 2019;2019;;0
01330;Naissances;Naissances domiciliées en 2019;2019;;0
01331;Naissances;Naissances domiciliées en 2019;2019;;2
01332;Naissances;Naissances domiciliées en 2019;2019;;6
01333;Naissances;Naissances domiciliées en 2019;2019;;28
01334;Naissances;Naissances domiciliées en 2019;2019;;10
01335;Naissances;Naissances domiciliées en 2019;2019;;4
01336;Naissances;Naissances domiciliées en 2019;2019;;10
01337;Naissances;Naissances domiciliées en 2019;2019;;9
01338;Naissances;Naissances domiciliées en 2019;2019;;9
01339;Naissances;Naissances domiciliées en 2019;2019;;9
01342;Naissances;Naissances domiciliées en 2019;2019;;7
01343;Naissances;Naissances domiciliées en 2019;2019;;27
01344;Naissances;Naissances domiciliées en 2019;2019;;61
01345;Naissances;Naissances domiciliées en 2019;2019;;18
01346;Naissances;Naissances domiciliées en 2019;2019;;8
01347;Naissances;Naissances domiciliées en 2019;2019;;17
01348;Naissances;Naissances domiciliées en 2019;2019;;37
01349;Naissances;Naissances domiciliées en 2019;2019;;6
01350;Naissances;Naissances domiciliées en 2019;2019;;27
01351;Naissances;Naissances domiciliées en 2019;2019;;9
01352;Naissances;Naissances domiciliées en 2019;2019;;4
01353;Naissances;Naissances domiciliées en 2019;2019;;14
01354;Naissances;Naissances domiciliées en 2019;2019;;164
01355;Naissances;Naissances domiciliées en 2019;2019;;3
01356;Naissances;Naissances domiciliées en 2019;2019;;3
01357;Naissances;Naissances domiciliées en 2019;2019;;4
01358;Naissances;Naissances domiciliées en 2019;2019;;2
01359;Naissances;Naissances domiciliées en 2019;2019;;4
01360;Naissances;Naissances domiciliées en 2019;2019;;20
01361;Naissances;Naissances domiciliées en 2019;2019;;18
01362;Naissances;Naissances domiciliées en 2019;2019;;8
01363;Naissances;Naissances domiciliées en 2019;2019;;23
01364;Naissances;Naissances domiciliées en 2019;2019;;8
01365;Naissances;Naissances domiciliées en 2019;2019;;8
01366;Naissances;Naissances domiciliées en 2019;2019;;11
01367;Naissances;Naissances domiciliées en 2019;2019;;4
01368;Naissances;Naissances domiciliées en 2019;2019;;13
01369;Naissances;Naissances domiciliées en 2019;2019;;6
01370;Naissances;Naissances domiciliées en 2019;2019;;24
01371;Naissances;Naissances domiciliées en 2019;2019;;11
01372;Naissances;Naissances domiciliées en 2019;2019;;4
01373;Naissances;Naissances domiciliées en 2019;2019;;7
01374;Naissances;Naissances domiciliées en 2019;2019;;28
01375;Naissances;Naissances domiciliées en 2019;2019;;8
01376;Naissances;Naissances domiciliées en 2019;2019;;50
01378;Naissances;Naissances domiciliées en 2019;2019;;27
01379;Naissances;Naissances domiciliées en 2019;2019;;10
01380;Naissances;Naissances domiciliées en 2019;2019;;5
01381;Naissances;Naissances domiciliées en 2019;2019;;18
01382;Naissances;Naissances domiciliées en 2019;2019;;3
01383;Naissances;Naissances domiciliées en 2019;2019;;16
01384;Naissances;Naissances domiciliées en 2019;2019;;23
01385;Naissances;Naissances domiciliées en 2019;2019;;3
01386;Naissances;Naissances domiciliées en 2019;2019;;8
01387;Naissances;Naissances domiciliées en 2019;2019;;3
01388;Naissances;Naissances domiciliées en 2019;2019;;11
01389;Naissances;Naissances domiciliées en 2019;2019;;22
01390;Naissances;Naissances domiciliées en 2019;2019;;10
01391;Naissances;Naissances domiciliées en 2019;2019;;2
01392;Naissances;Naissances domiciliées en 2019;2019;;6
01393;Naissances;Naissances domiciliées en 2019;2019;;6
01396;Naissances;Naissances domiciliées en 2019;2019;;11
01397;Naissances;Naissances domiciliées en 2019;2019;;7
01398;Naissances;Naissances domiciliées en 2019;2019;;14
01399;Naissances;Naissances domiciliées en 2019;2019;;21
01400;Naissances;Naissances domiciliées en 2019;2019;;2
01401;Naissances;Naissances domiciliées en 2019;2019;;17
01402;Naissances;Naissances domiciliées en 2019;2019;;5
01403;Naissances;Naissances domiciliées en 2019;2019;;12
01404;Naissances;Naissances domiciliées en 2019;2019;;2
01405;Naissances;Naissances domiciliées en 2019;2019;;13
01406;Naissances;Naissances domiciliées en 2019;2019;;2
01407;Naissances;Naissances domiciliées en 2019;2019;;10
01408;Naissances;Naissances domiciliées en 2019;2019;;4
01410;Naissances;Naissances domiciliées en 2019;2019;;2
01411;Naissances;Naissances domiciliées en 2019;2019;;1
01412;Naissances;Naissances domiciliées en 2019;2019;;6
01415;Naissances;Naissances domiciliées en 2019;2019;;5
01416;Naissances;Naissances domiciliées en 2019;2019;;11
01418;Naissances;Naissances domiciliées en 2019;2019;;7
01419;Naissances;Naissances domiciliées en 2019;2019;;64
01420;Naissances;Naissances domiciliées en 2019;2019;;21
01421;Naissances;Naissances domiciliées en 2019;2019;;3
01422;Naissances;Naissances domiciliées en 2019;2019;;12
01423;Naissances;Naissances domiciliées en 2019;2019;;22
01424;Naissances;Naissances domiciliées en 2019;2019;;19
01425;Naissances;Naissances domiciliées en 2019;2019;;6
01426;Naissances;Naissances domiciliées en 2019;2019;;17
01427;Naissances;Naissances domiciliées en 2019;2019;;92
01428;Naissances;Naissances domiciliées en 2019;2019;;1
01429;Naissances;Naissances domiciliées en 2019;2019;;7
01430;Naissances;Naissances domiciliées en 2019;2019;;8
01431;Naissances;Naissances domiciliées en 2019;2019;;6
01432;Naissances;Naissances domiciliées en 2019;2019;;5
01433;Naissances;Naissances domiciliées en 2019;2019;;3
01434;Naissances;Naissances domiciliées en 2019;2019;;10
01435;Naissances;Naissances domiciliées en 2019;2019;;16
01436;Naissances;Naissances domiciliées en 2019;2019;;2
01437;Naissances;Naissances domiciliées en 2019;2019;;1
01439;Naissances;Naissances domiciliées en 2019;2019;;1
01441;Naissances;Naissances domiciliées en 2019;2019;;9
01443;Naissances;Naissances domiciliées en 2019;2019;;58
01444;Naissances;Naissances domiciliées en 2019;2019;;10
01445;Naissances;Naissances domiciliées en 2019;2019;;6
01446;Naissances;Naissances domiciliées en 2019;2019;;24
01447;Naissances;Naissances domiciliées en 2019;2019;;17
01448;Naissances;Naissances domiciliées en 2019;2019;;2
01449;Naissances;Naissances domiciliées en 2019;2019;;7
01450;Naissances;Naissances domiciliées en 2019;2019;;38
01451;Naissances;Naissances domiciliées en 2019;2019;;73
01452;Naissances;Naissances domiciliées en 2019;2019;;4
01453;Naissances;Naissances domiciliées en 2019;2019;;7
01454;Naissances;Naissances domiciliées en 2019;2019;;12
01456;Naissances;Naissances domiciliées en 2019;2019;;1
01457;Naissances;Naissances domiciliées en 2019;2019;;26
02001;Naissances;Naissances domiciliées en 2019;2019;;5
02002;Naissances;Naissances domiciliées en 2019;2019;;4
02003;Naissances;Naissances domiciliées en 2019;2019;;9
02004;Naissances;Naissances domiciliées en 2019;2019;;2
02005;Naissances;Naissances domiciliées en 2019;2019;;5
02006;Naissances;Naissances domiciliées en 2019;2019;;3
02007;Naissances;Naissances domiciliées en 2019;2019;;2
02008;Naissances;Naissances domiciliées en 2019;2019;;1
02009;Naissances;Naissances domiciliées en 2019;2019;;5
02010;Naissances;Naissances domiciliées en 2019;2019;;2
02011;Naissances;Naissances domiciliées en 2019;2019;;8
02012;Naissances;Naissances domiciliées en 2019;2019;;3
02013;Naissances;Naissances domiciliées en 2019;2019;;2
02014;Naissances;Naissances domiciliées en 2019;2019;;8
02015;Naissances;Naissances domiciliées en 2019;2019;;1
02016;Naissances;Naissances domiciliées en 2019;2019;;1
02017;Naissances;Naissances domiciliées en 2019;2019;;0
02018;Naissances;Naissances domiciliées en 2019;2019;;24
02019;Naissances;Naissances domiciliées en 2019;2019;;8
02020;Naissances;Naissances domiciliées en 2019;2019;;4
02021;Naissances;Naissances domiciliées en 2019;2019;;1
02022;Naissances;Naissances domiciliées en 2019;2019;;6
02023;Naissances;Naissances domiciliées en 2019;2019;;2
02024;Naissances;Naissances domiciliées en 2019;2019;;0
02025;Naissances;Naissances domiciliées en 2019;2019;;3
02027;Naissances;Naissances domiciliées en 2019;2019;;3
02028;Naissances;Naissances domiciliées en 2019;2019;;27
02029;Naissances;Naissances domiciliées en 2019;2019;;2
02030;Naissances;Naissances domiciliées en 2019;2019;;1
02031;Naissances;Naissances domiciliées en 2019;2019;;7
02032;Naissances;Naissances domiciliées en 2019;2019;;3
02033;Naissances;Naissances domiciliées en 2019;2019;;0
02034;Naissances;Naissances domiciliées en 2019;2019;;0
02035;Naissances;Naissances domiciliées en 2019;2019;;3
02036;Naissances;Naissances domiciliées en 2019;2019;;0
02037;Naissances;Naissances domiciliées en 2019;2019;;11
02038;Naissances;Naissances domiciliées en 2019;2019;;0
02039;Naissances;Naissances domiciliées en 2019;2019;;1
02040;Naissances;Naissances domiciliées en 2019;2019;;0
02041;Naissances;Naissances domiciliées en 2019;2019;;4
02042;Naissances;Naissances domiciliées en 2019;2019;;3
02043;Naissances;Naissances domiciliées en 2019;2019;;0
02044;Naissances;Naissances domiciliées en 2019;2019;;1
02046;Naissances;Naissances domiciliées en 2019;2019;;5
02047;Naissances;Naissances domiciliées en 2019;2019;;0
02048;Naissances;Naissances domiciliées en 2019;2019;;3
02049;Naissances;Naissances domiciliées en 2019;2019;;9
02050;Naissances;Naissances domiciliées en 2019;2019;;2
02051;Naissances;Naissances domiciliées en 2019;2019;;4
02052;Naissances;Naissances domiciliées en 2019;2019;;2
02053;Naissances;Naissances domiciliées en 2019;2019;;3
02054;Naissances;Naissances domiciliées en 2019;2019;;1
02055;Naissances;Naissances domiciliées en 2019;2019;;2
02056;Naissances;Naissances domiciliées en 2019;2019;;1
02057;Naissances;Naissances domiciliées en 2019;2019;;4
02058;Naissances;Naissances domiciliées en 2019;2019;;11
02059;Naissances;Naissances domiciliées en 2019;2019;;26
02060;Naissances;Naissances domiciliées en 2019;2019;;0
02061;Naissances;Naissances domiciliées en 2019;2019;;4
02062;Naissances;Naissances domiciliées en 2019;2019;;0
02063;Naissances;Naissances domiciliées en 2019;2019;;6
02064;Naissances;Naissances domiciliées en 2019;2019;;21
02065;Naissances;Naissances domiciliées en 2019;2019;;3
02066;Naissances;Naissances domiciliées en 2019;2019;;1
02067;Naissances;Naissances domiciliées en 2019;2019;;0
02068;Naissances;Naissances domiciliées en 2019;2019;;0
02069;Naissances;Naissances domiciliées en 2019;2019;;0
02070;Naissances;Naissances domiciliées en 2019;2019;;1
02071;Naissances;Naissances domiciliées en 2019;2019;;4
02072;Naissances;Naissances domiciliées en 2019;2019;;2
02073;Naissances;Naissances domiciliées en 2019;2019;;12
02074;Naissances;Naissances domiciliées en 2019;2019;;3
02075;Naissances;Naissances domiciliées en 2019;2019;;1
02076;Naissances;Naissances domiciliées en 2019;2019;;1
02077;Naissances;Naissances domiciliées en 2019;2019;;4
02078;Naissances;Naissances domiciliées en 2019;2019;;1
02079;Naissances;Naissances domiciliées en 2019;2019;;0
02080;Naissances;Naissances domiciliées en 2019;2019;;4
02081;Naissances;Naissances domiciliées en 2019;2019;;6
02082;Naissances;Naissances domiciliées en 2019;2019;;1
02083;Naissances;Naissances domiciliées en 2019;2019;;7
02084;Naissances;Naissances domiciliées en 2019;2019;;5
02085;Naissances;Naissances domiciliées en 2019;2019;;9
02086;Naissances;Naissances domiciliées en 2019;2019;;7
02087;Naissances;Naissances domiciliées en 2019;2019;;1
02088;Naissances;Naissances domiciliées en 2019;2019;;1
02089;Naissances;Naissances domiciliées en 2019;2019;;9
02090;Naissances;Naissances domiciliées en 2019;2019;;3
02091;Naissances;Naissances domiciliées en 2019;2019;;0
02093;Naissances;Naissances domiciliées en 2019;2019;;17
02094;Naissances;Naissances domiciliées en 2019;2019;;2
02095;Naissances;Naissances domiciliées en 2019;2019;;55
02096;Naissances;Naissances domiciliées en 2019;2019;;1
02097;Naissances;Naissances domiciliées en 2019;2019;;1
02098;Naissances;Naissances domiciliées en 2019;2019;;3
02099;Naissances;Naissances domiciliées en 2019;2019;;2
02100;Naissances;Naissances domiciliées en 2019;2019;;0
02101;Naissances;Naissances domiciliées en 2019;2019;;0
02102;Naissances;Naissances domiciliées en 2019;2019;;2
02103;Naissances;Naissances domiciliées en 2019;2019;;21
02104;Naissances;Naissances domiciliées en 2019;2019;;2
02105;Naissances;Naissances domiciliées en 2019;2019;;2
02106;Naissances;Naissances domiciliées en 2019;2019;;10
02107;Naissances;Naissances domiciliées en 2019;2019;;0
02108;Naissances;Naissances domiciliées en 2019;2019;;0
